permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,filed_date,issued_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,supervisor_district,last_permit_activity_date,neighborhoods_analysis_boundaries,zipcode,application_submission_method,location/type,location/coordinates/0,location/coordinates/1,adu,record_id,primary_address_flag,point_source,data_as_of,data_loaded_at,unit,fire_only_permit,structural_notification,unit_suffix,street_number_suffix,completed_date,site_permit
202308255312,8,otc alterations permit,2023-08-25T00:00:00.000,5905,006,46,Gambier,St,"re-support garage studs, plywood sheathing for garage ceiling. remove & replace termite damage deck board w/ same material t1-11 siding 1 sheet, cut 1 foot of damage on fascia. replace window trim. replace damge door jam",filed,2023-08-25T12:26:00.000,2023-08-25T12:26:00.000,,3,3,25000,0,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),11,2023-08-25T12:27:47.000,Excelsior,94134,in-house,Point,-122.422700548,37.728225959,N,1676917190956,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255301,8,otc alterations permit,2023-08-25T00:00:00.000,6780,031,240,Cotter,St,"1st fl: add 1 bedroom, 1 bath, 1 bar & living room. 2nd fl: reconfigure kitchen & bath. add half bath. exterior: replace staircase.",filed,2023-08-25T11:26:24.000,2023-08-25T11:26:24.000,,2,2,50000,0,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),11,2023-09-01T13:08:00.000,Outer Mission,94112,in-house,Point,-122.436518918,37.729735085,N,1676906212999,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255318,8,otc alterations permit,2023-08-25T00:00:00.000,0864,002,79,Pierce,St,kitchen remodel. no facade changes.,issued,2023-08-28T09:58:46.000,2023-08-25T12:54:35.000,2023-08-28T09:58:46.000,2,2,10000,35000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-28T09:52:21.000,Haight Ashbury,94117,in-house,Point,-122.433754809,37.770361983,N,167692383462,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255238,8,otc alterations permit,2023-08-25T00:00:00.000,0204,021,1,Maritime,Pz,1/f & 27/f: adding 2 pull stations to existing notifier nf52-3030 fire alarm system,issued,2023-08-25T09:46:07.000,2023-08-25T08:38:16.000,2023-08-25T09:46:07.000,26,26,2380,2380,office,,office,,2,B,B,1,constr type 1,1,constr type 1,3,2023-08-25T09:44:50.000,Financial District/South Beach,,in-house,Point,-122.399226775,37.795606965,N,1676843289258,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308255283,8,otc alterations permit,2023-08-25T00:00:00.000,0230,028,1,Embarcadero Center,,"13/f: ti upgrade of existing fire sprinkler system. relocate 18 pendents, add 5 pendent, delete 4 pendent, relocate 5 upright sprinklers, delete 1 upright sprinklers",issued,2023-08-28T08:46:05.000,2023-08-25T10:54:57.000,2023-08-28T08:46:05.000,45,45,9000,9000,office,,office,,2,B,B,1,constr type 1,1,constr type 1,3,2023-08-28T08:41:03.000,Financial District/South Beach,,in-house,Point,-122.399644299,37.794643849,N,167688763347,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308255247,8,otc alterations permit,2023-08-25T00:00:00.000,6686,011,144,Arlington,St,reroofing,issued,2023-08-25T11:09:58.000,2023-08-25T09:36:04.000,2023-08-25T11:09:58.000,2,2,,10800,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-25T10:59:57.000,Glen Park,94131,in-house,Point,-122.425429415,37.738445342,N,1676853210594,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255243,8,otc alterations permit,2023-08-25T00:00:00.000,0554,005,1900,Vallejo,St,"full ab-3.08 upgrade of bldg fire alarm system to comply w/ current code for low frequency sounders in all sleeping areas. all addressible new devices in all common areas, elevator recall. had pre-plan app meeting.",issued,2023-08-25T09:57:12.000,2023-08-25T08:52:10.000,2023-08-25T09:57:12.000,7,7,78500,80511,apartments,30,apartments,30,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2,2023-08-25T09:55:08.000,Marina,94123,in-house,Point,-122.42880037,37.796295582,N,1676848235321,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308255319,8,otc alterations permit,2023-08-25T00:00:00.000,1167,041,2845,Golden Gate,Av,"to document structural changes to width of foundation to moment frames from 30"" to 36"" and psi from 3000 to 4000 and concrete strength. commencement of work not started under previously approved per application pa# 2017-0828-6164.",filed,2023-08-25T12:55:00.000,2023-08-25T12:55:00.000,,3,3,1,1,apartments,10,apartments,10,2,R-2,R-2,5,wood frame (5),5,wood frame (5),1,2023-08-29T10:50:22.000,Lone Mountain/USF,94118,in-house,Point,-122.45733287,37.776045657,N,1676924397199,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308255344,3,additions alterations or repairs,2023-08-25T00:00:00.000,1822,006,1435,31st,Av,add an adu on the first floor.,filed,2023-08-25T15:14:30.000,2023-08-25T15:14:30.000,,2,2,120000,,1 family dwelling,1,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-25T15:16:24.000,Sunset/Parkside,94122,in-house,Point,-122.490132361,37.760428342,N,1676951115835,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255244,8,otc alterations permit,2023-08-25T00:00:00.000,3208A,001P,861,Cayuga,Av,"demo brick staircase (only brick, no structural).  waterproof. install new brick. like for like",issued,2023-08-30T09:16:25.000,2023-08-25T08:55:40.000,2023-08-30T09:16:25.000,2,2,8000,8000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),11,2023-08-30T09:11:08.000,Outer Mission,94112,in-house,Point,-122.438128445,37.72418454,N,1676849154897,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255239,8,otc alterations permit,2023-08-25T00:00:00.000,3643,017,3376,24th,St,install baterry operated power actuator per da .04/da-05 relocate hardware fore operating height compliance. replace door handle with level abe 20200226229,filed,2023-08-25T08:41:38.000,2023-08-25T08:41:38.000,,2,2,4500,4500,office,3,office,3,2,"B,R-2","B,R-2",5,wood frame (5),5,wood frame (5),9,2023-08-25T11:04:12.000,Mission,94110,in-house,Point,-122.4201786,37.752327742,N,1676844269774,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255323,8,otc alterations permit,2023-08-25T00:00:00.000,3738,012,215,Fremont,St,"interior non-structural demo 3rd fl approx 1931 sf and 4th ox 8504 sf inc removal of partitions, doors, finishes. no chang in use or occupant load. all egress and fire life safety (ie fire alarm, sprinklers, strobes system to be maintained during and after demo work.",filed,2023-08-25T13:06:24.000,2023-08-25T13:06:24.000,,8,8,94000,0,office,0,office,0,2,"B,A-2,A-3","B,A-2,A-3",1,constr type 1,1,constr type 1,6,2023-09-05T09:52:18.000,Financial District/South Beach,94105,in-house,Point,-122.394299027,37.789138713,N,1676928165668,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255339,8,otc alterations permit,2023-08-25T00:00:00.000,1126,015,1980,Eddy,St,new concrete retaining wall at rear  along north & east property line,filed,2023-08-25T14:36:55.000,2023-08-25T14:36:55.000,,3,3,57400,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),5,2023-08-25T15:35:09.000,Western Addition,94115,in-house,Point,-122.440276376,37.780700962,N,167694489965,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255284,8,otc alterations permit,2023-08-25T00:00:00.000,1389,030,220,30th,Av,patch work and repair roof as need less than 25%,issued,2023-08-25T11:46:16.000,2023-08-25T10:57:53.000,2023-08-25T11:46:16.000,2,2,10000,10000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-25T11:44:09.000,Seacliff,94121,in-house,Point,-122.490113886,37.784763178,N,167688898054,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255237,8,otc alterations permit,2023-08-25T00:00:00.000,0204,021,300,Clay,St,document the previous installtion of variable frequency drives on e supply fans as request by fire life safety contractor. installation of variable frequency drives was by others. no modifications to buildings e mech system included.,issued,2023-08-25T10:36:03.000,2023-08-25T08:29:17.000,2023-08-25T10:36:03.000,30,30,1000,1000,office,0,office,0,2,B,B,1,constr type 1,1,constr type 1,3,2023-08-25T10:31:41.000,Financial District/South Beach,94111,in-house,Point,-122.399226775,37.795606965,N,1676842469987,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308255227,8,otc alterations permit,2023-08-25T00:00:00.000,6706,045,1247,Bosworth,St,altered site permit to pa 201612024094: foundation alignment not visible to street. mintor exterior material changes.,filed,2023-08-25T07:59:06.000,2023-08-25T07:59:06.000,,,3,1,0,,,1 family dwelling,1,2,,R-3,,,5,wood frame (5),7,2023-09-05T14:07:20.000,West of Twin Peaks,94131,in-house,Point,-122.441420855,37.735634598,N,1676831508142,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255331,8,otc alterations permit,2023-08-25T00:00:00.000,2801,011,4428,23rd,St,revision to permit 201812128116 to include retaining wall at rear yard per inspectors request to address complaint#:  202307010,filed,2023-08-25T13:37:21.000,2023-08-25T13:37:21.000,,2,3,20000,20000,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-25T15:26:31.000,Noe Valley,94114,in-house,Point,-122.441454498,37.752701996,N,1676937144519,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255317,8,otc alterations permit,2023-08-25T00:00:00.000,7226,012,3060,19th,Av,replace (e) 3-side windows. no structural work. not visible from street. same size and same location.,issued,2023-08-25T13:24:51.000,2023-08-25T12:50:34.000,2023-08-25T13:24:51.000,2,2,850,850,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-25T13:23:22.000,West of Twin Peaks,94132,in-house,Point,-122.474547951,37.731540699,N,1676921224586,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255232,8,otc alterations permit,2023-08-25T00:00:00.000,7381,070,219,Lake Merced Hill St North,St,"replace 12) windows (8) arestreet facing and (1) patio doors. materials is vinyl. no size changes. u.factor ,.30",issued,2023-08-25T11:01:00.000,2023-08-25T08:11:25.000,2023-08-25T11:01:00.000,2,2,27425,27425,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-25T10:59:34.000,Lakeshore,,in-house,Point,-122.482892425,37.712976735,N,1676851492344,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255351,8,otc alterations permit,2023-08-25T00:00:00.000,7054,051,763,Lakeview,Av,"revision to previously approved pa# 202206035607, removal of pv system from scope of work, no work done.",filed,2023-08-25T15:34:48.000,2023-08-25T15:34:48.000,,2,2,1,1,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),11,2023-08-28T09:41:59.000,Oceanview/Merced/Ingleside,94112,in-house,Point,-122.461282311,37.718021679,N,1676958219408,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255230,8,otc alterations permit,2023-08-25T00:00:00.000,1308,003,35,27th,Av,partial covering (e) court yard to englarge (e) kitchen. new sliding door. kitchen & half-bathroom remodel.,filed,2023-08-25T08:05:23.000,2023-08-25T08:05:23.000,,2,2,80000,80000,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-25T15:50:32.000,Seacliff,94121,in-house,Point,-122.488314775,37.788279923,N,167683595857,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255337,3,additions alterations or repairs,2023-08-25T00:00:00.000,0328,002,2,Stockton,St,"major alteration of an (e) 3 story bldg and basement w/ retail occ. scope incl addition of 3 fl w/ office occ, new elevators & egress stairs, & replacement of ext bldg envelop. sitework incl street trees on stockton, utilies connections at grade and stormwater management planters at roof.",filed,2023-08-25T14:33:29.000,2023-08-25T14:33:29.000,,4,4,60000000,,retail sales,,retail sales,,1,M,"M,B",3,constr type 3,1,constr type 1,3,2023-08-25T15:00:36.000,Financial District/South Beach,94108,in-house,Point,-122.405986144,37.786099978,N,1676949348481,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,Y,,,,Y
202308255291,8,otc alterations permit,2023-08-25T00:00:00.000,0269,001,235,Montgomery,St,"26/f: ti upgrade of the existing fire sprinkler system. ref permit 202305177973. pendent: relocate 20, add 4, delete 2. upright sprinklers: relocate 19, add 5, delete 1.",issued,2023-08-28T08:56:04.000,2023-08-25T11:04:51.000,2023-08-28T08:56:04.000,31,31,16000,16000,office,,office,,2,B,B,1,constr type 1,1,constr type 1,3,2023-08-28T08:52:46.000,Financial District/South Beach,94104,in-house,Point,-122.402843617,37.791402129,N,167689266177,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308255305,8,otc alterations permit,2023-08-25T00:00:00.000,2831,044,1200,Castro,St,re-roofing,issued,2023-08-25T12:41:12.000,2023-08-25T11:47:48.000,2023-08-25T12:41:12.000,3,3,110000,98000,apartments,5,apartments,5,0,R-2,R-2,5,wood frame (5),5,wood frame (5),8,2023-08-25T12:34:39.000,Noe Valley,94114,in-house,Point,-122.434328253,37.75190034,N,1676910505148,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,1,,,,,,
202308255341,8,otc alterations permit,2023-08-25T00:00:00.000,1765,024,1370,11th,Av,"3rd flr unit#1: interior remodel, add new full bath, remodel e bathroom and kitchen, new laundry, new light fixtures",issued,2023-09-01T14:44:35.000,2023-08-25T14:42:54.000,2023-09-01T14:44:35.000,3,3,40000,65767,apartments,6,apartments,6,2,R-2,R-2,5,wood frame (5),5,wood frame (5),7,2023-09-01T14:34:58.000,Inner Sunset,94122,in-house,Point,-122.468031544,37.762648995,N,1676947417937,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308255339,8,otc alterations permit,2023-08-25T00:00:00.000,1126,015,1982,Eddy,St,new concrete retaining wall at rear  along north & east property line,filed,2023-08-25T14:36:55.000,2023-08-25T14:36:55.000,,3,3,57400,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),5,2023-08-25T15:35:09.000,Western Addition,94115,in-house,Point,-122.440276376,37.780700962,N,1676945366900,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255311,8,otc alterations permit,2023-08-25T00:00:00.000,0548,020,1381,Union,St,unit a: response to nov# 202306856. replace failing foundation at rear cottage.,filed,2023-08-25T12:21:51.000,2023-08-25T12:21:51.000,,3,3,200000,0,apartments,3,apartments,3,2,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-08-25T14:27:07.000,Russian Hill,94109,in-house,Point,-122.421873141,37.798585856,N,1676916279703,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255277,8,otc alterations permit,2023-08-25T00:00:00.000,6525,034,3241,25th,St,re-roofing,issued,2023-08-25T13:09:26.000,2023-08-25T10:46:29.000,2023-08-25T13:09:26.000,3,3,24950,24950,apartments,4,apartments,4,0,"R-2,B","R-2,B",5,wood frame (5),5,wood frame (5),9,2023-08-25T12:38:32.000,Mission,94110,in-house,Point,-122.414699321,37.750708121,N,1676879251787,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255342,8,otc alterations permit,2023-08-25T00:00:00.000,4152,001,2651,22nd,St,repair/replace corner of agrage door (large) and replace 30 x 84 x 1 3/4 door. in like kind. vehicle struck the corner.,issued,2023-08-28T10:57:22.000,2023-08-25T14:50:41.000,2023-08-28T10:57:22.000,2,2,10000,10000,1 family dwelling,1,1 family dwelling,1,0,"R-3,B","R-3,B",5,wood frame (5),5,wood frame (5),9,2023-08-28T10:54:25.000,Mission,94110,in-house,Point,-122.407778203,37.755975596,N,1676948171365,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255322,8,otc alterations permit,2023-08-25T00:00:00.000,3570,047B,2939,16th,St,install power door operator per information sheets da-04/05 w/ (e) sloped landing @ exterior. abe #201911228638,issued,2023-09-01T12:10:13.000,2023-08-25T13:02:13.000,2023-09-01T12:10:13.000,2,2,3500,3500,retail sales,4,retail sales,4,2,"R-2,M,B","R-2,M,B",5,wood frame (5),5,wood frame (5),9,2023-09-01T12:08:11.000,Mission,94110,in-house,Point,-122.418353019,37.76490253,N,1677446272603,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255226,8,otc alterations permit,2023-08-25T00:00:00.000,3713,007,1,Market,St,install 2 life safety 2 way communication sytem call stations. add to existing system.,issued,2023-08-25T08:23:35.000,2023-08-25T07:46:46.000,2023-08-25T08:23:35.000,43,43,20000,20000,office,0,office,0,2,B,B,1,constr type 1,1,constr type 1,6,2023-08-25T08:16:28.000,Financial District/South Beach,94105,in-house,Point,-122.394233283,37.79337073,N,1676830164605,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308255309,8,otc alterations permit,2023-08-25T00:00:00.000,1046,024,3061,Pine,St,"reroofing with 2,500 sf of tar and gravel. flat roof with slope less than 2:12 pitch.",issued,2023-08-25T13:05:56.000,2023-08-25T12:10:09.000,2023-08-25T13:05:56.000,3,3,20000,20000,apartments,6,apartments,6,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2,2023-08-25T13:02:37.000,Presidio Heights,94115,in-house,Point,-122.446175979,37.786140351,N,1676914283862,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255278,8,otc alterations permit,2023-08-25T00:00:00.000,0726,014A,1795,Ofarrell,St,bay window repair,filed,2023-08-25T10:47:57.000,2023-08-25T10:47:57.000,,4,4,35000,0,apartments,16,apartments,16,2,R-2,R-2,5,wood frame (5),5,wood frame (5),5,2023-08-25T12:19:55.000,Western Addition,94115,in-house,Point,-122.434101241,37.782880086,N,167688180533,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255325,8,otc alterations permit,2023-08-25T00:00:00.000,2700,053,71,Caselli,Av,replace 6 full frame windows back of housse /not street visible. same size & same location.,issued,2023-08-28T10:18:17.000,2023-08-25T13:11:11.000,2023-08-28T10:18:17.000,3,3,26000,26000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-28T10:14:30.000,Castro/Upper Market,94114,in-house,Point,-122.440552381,37.759525925,N,1676930142239,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255264,8,otc alterations permit,2023-08-25T00:00:00.000,4100,001,1501,20th,St,replace 2 windows with aluminum clad over wood to match work done in 2021. 1 is visible from the street rear facade,issued,2023-08-25T11:38:09.000,2023-08-25T10:30:02.000,2023-08-25T11:38:09.000,3,3,8102,8102,apartments,3,apartments,3,0,"R-2,B","R-2,B",5,wood frame (5),5,wood frame (5),10,2023-08-25T11:36:09.000,Potrero Hill,94107,in-house,Point,-122.39644359,37.759787498,N,1676864454250,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,A,,
202308255268,8,otc alterations permit,2023-08-25T00:00:00.000,0104,023,1512,Grant,Av,comply with the accessible business entrance program ord 51-16. abe 201901033826. provide powr door operator at main entrance door and replace door hardware.,issued,2023-09-07T11:45:31.000,2023-08-25T10:33:01.000,2023-09-07T11:45:31.000,3,3,4000,4000,laundry/laundromat,3,laundry/laundromat,3,2,"R-2,F-1","R-2,F-1",5,wood frame (5),5,wood frame (5),3,2023-09-07T11:41:29.000,North Beach,94133,in-house,Point,-122.407458462,37.800860976,N,1676866348662,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255326,8,otc alterations permit,2023-08-25T00:00:00.000,3613,018C,2595,Folsom,St,tenant improvments for 1st flr dental office.  voluntary seismic upgrade at the 1st story.,filed,2023-08-25T13:12:20.000,2023-08-25T13:12:20.000,,2,2,125000,263836,retail sales,1,clinics-medic/dental,1,2,"B,R-3,M","B,R-3",5,wood frame (5),5,wood frame (5),9,2023-09-06T14:03:36.000,Mission,94110,in-house,Point,-122.414128971,37.755867321,N,1676931162098,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255279,8,otc alterations permit,2023-08-25T00:00:00.000,0238,001,275,Battery,St,fire sprinklers: demo:relocate 101 uprights and 5 pendents on the 27/f,issued,2023-08-29T10:34:27.000,2023-08-25T10:48:02.000,2023-08-29T10:34:27.000,30,30,65720,65836,office,,office,,2,B,B,1,constr type 1,1,constr type 1,3,2023-08-29T10:23:31.000,Financial District/South Beach,94104,in-house,Point,-122.400373736,37.79386287,N,1676880296686,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,Y,,,,,
202308255252,8,otc alterations permit,2023-08-25T00:00:00.000,0104,023,484,Union,St,comply with accessible business enrance program ord no 51-16 abe no 201901033836. provide power door operator at main entrance door. replace door hardward and door threshhold,issued,2023-09-07T11:45:14.000,2023-08-25T10:22:16.000,2023-09-07T11:45:14.000,3,3,4000,4000,dry cleaners,3,dry cleaners,3,2,"B,R-2","B,R-2",5,wood frame (5),5,wood frame (5),3,2023-09-07T11:38:42.000,North Beach,94133,in-house,Point,-122.407458462,37.800860976,N,1676858348659,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308255343,8,otc alterations permit,2023-08-25T00:00:00.000,1391,011,262,32nd,Av,"infill e north light well, rebuilt modify e rear 1-level wood deck at 1st fl, new media, home office and new bedroom with excavation. 2nd fl remodel e kitchen, new pantry, toilet room.3rd fl,remodel e bath, master bath and walkin.new laundry",filed,2023-08-25T14:56:27.000,2023-08-25T14:56:27.000,,3,3,198000,265525,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-30T15:55:34.000,Seacliff,94121,in-house,Point,-122.492229864,37.784248784,N,167695098083,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,Y,,,,
202308255313,8,otc alterations permit,2023-08-25T00:00:00.000,1547,026,332,Balboa,St,to comply with the accessible business entrance program-ordinance 51-16 abe 201805300571. add power door operator.,filed,2023-08-25T12:30:35.000,2023-08-25T12:30:35.000,,2,2,4000,4000,retail sales,1,retail sales,1,2,"M,R-3","M,R-3",5,wood frame (5),5,wood frame (5),1,2023-08-30T13:02:37.000,Inner Richmond,94118,in-house,Point,-122.462464256,37.777551798,N,1676918379189,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245225,8,otc alterations permit,2023-08-24T20:24:05.000,2053,016,1883,16th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T20:25:39.000,2023-08-24T20:24:05.000,2023-08-24T20:25:39.000,,,10000,10000,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,7,2023-08-24T20:24:06.000,Inner Sunset,94122,website,Point,-122.473334081,37.752846248,N,1676829123583,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245224,8,otc alterations permit,2023-08-24T16:06:25.000,6453,014,148,Baltimore,Wy,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T16:08:43.000,2023-08-24T16:06:25.000,2023-08-24T16:08:43.000,,,13500,13500,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,11,2023-08-24T16:06:26.000,Excelsior,94112,website,Point,-122.433224227,37.708738055,N,1676828203544,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245223,8,otc alterations permit,2023-08-24T15:54:26.000,3123,020,558,Flood,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),complete,2023-09-07T09:53:40.000,2023-08-24T15:54:26.000,2023-08-24T15:55:47.000,,,9500,9500,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,7,2023-08-24T15:54:26.000,West of Twin Peaks,94112,website,Point,-122.452493307,37.73011553,N,1676827153037,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,2023-09-07T09:53:40.000,
202308245222,8,otc alterations permit,2023-08-24T15:42:49.000,6957,019,82,Oneida,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T15:44:09.000,2023-08-24T15:42:49.000,2023-08-24T15:44:09.000,,,12100,12100,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,11,2023-08-24T15:42:49.000,Outer Mission,94112,website,Point,-122.440000682,37.720963411,N,1676826215263,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245221,8,otc alterations permit,2023-08-24T15:41:25.000,5409,003,28,Ceres,St,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T15:49:43.000,2023-08-24T15:41:25.000,2023-08-24T15:49:43.000,,,15000,15000,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,10,2023-08-24T15:41:25.000,Bayview Hunters Point,94124,website,Point,-122.394538807,37.730528704,N,1676825181963,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245219,8,otc alterations permit,2023-08-24T15:33:30.000,2069,001J,1855,32nd,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T15:34:57.000,2023-08-24T15:33:30.000,2023-08-24T15:34:57.000,,,10000,10000,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,4,2023-08-24T15:33:30.000,Sunset/Parkside,94122,website,Point,-122.490656511,37.75257659,N,1676823124401,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245216,8,otc alterations permit,2023-08-24T15:07:49.000,2423,011,2551,22nd,Av,"replace 5 windows 4 street facing and 1 at rear non street facing extg vinyl, new wood clad. no size change less then .30 max",issued,2023-08-31T14:38:18.000,2023-08-24T15:07:49.000,2023-08-31T14:38:18.000,2,2,23061,23061,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-31T14:28:44.000,Sunset/Parkside,94116,in-house,Point,-122.47903425,37.740053384,N,1676820135416,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
